CodeEmploiGrade_neg;LibelleEmploiNEG;FiliereNEG;CadredemploiNEG;etatemploigrade;CodeNETNEH_neg;CodeNETNEH;libelleNETNEH;cadredemploiNETNEH;FiliereNETNEH
0842;AUXILIAIRE PUERICULTURE CL NORMALE (E04 AIDE SOIGNANT);AIDE SOIGNANT;Aides soignants;1;3005;3005;Auxiliaire de puériculture de classe normale e4;Aide-soignant et ashq;Personnels des services de soins
0843;AUXILIAIRE PUERICULTURE CL SUP (E05 AIDE SOIGNANT);AIDE SOIGNANT;Aides soignants;1;3006;3006;Auxiliaire de puériculture de classe supérieure e5;Aide-soignant et ashq;Personnels des services de soins
0844;AUXILIAIRE PUERICULTURE CL EXCEPT (E06 AIDE SOIGNANT);AIDE SOIGNANT;Aides soignants;1;3007;3007;Auxiliaire de puériculture de classe exceptionnelle e6;Aide-soignant et ashq;Personnels des services de soins
0845;AIDE MEDICO PSYCHO CL NORMALE (E04 AIDE SOIGNANT);AIDE SOIGNANT;Aides soignants;1;3008;3008;Aide médico-psychologique de classe normale e4;Aide-soignant et ashq;Personnels des services de soins
0846;AIDE MEDICO PSYCHO CL SUP (E05 AIDE SOIGNANT);AIDE SOIGNANT;Aides soignants;1;3009;3009;Aide médico-psychologique de classe supérieure e5;Aide-soignant et ashq;Personnels des services de soins
0847;AIDE MEDICO PSYCHO CL EXCEPT (E06 AIDE SOIGNANT);AIDE SOIGNANT;Aides soignants;1;3010;3010;Aide médico-psychologique de classe exceptionnelle e6;Aide-soignant et ashq;Personnels des services de soins
0848;INGENIEUR;TECHNIQUE;Ingenieurs hospitaliers;1;5715;5715;Ingénieur hospitalier;Ingénieur hospitalier;Personnels techniques et ouvriers
0849;INGENIEUR PRINCIPAL;TECHNIQUE;Ingenieurs hospitaliers;1;5725;5725;Ingénieur hospitalier principal;Ingénieur hospitalier;Personnels techniques et ouvriers
0850;INGENIEUR EN CHEF DE CLASSE NORMALE;TECHNIQUE;Ingenieurs hospitaliers;1;5735;5735;Ingénieur hospitalier en chef de classe normale;Ingénieur hospitalier;Personnels techniques et ouvriers
0851;INGENIEUR EN CHEF DE CL EXCEPTIONNELLE;TECHNIQUE;Ingenieurs hospitaliers;1;5745;5745;Ingénieur hospitalier en chef de classe exceptionnelle;Ingénieur hospitalier;Personnels techniques et ouvriers
0852;ATTACHE PRINCIPAL;ADMINISTRATIF;Chefs de bureau;1;0423;0423;Attaché principal d'administration hospitalière;Attaché d'administration hospitalière;Personnel de direction et personnels administratifs
0853;EDUCATEUR TECHNIQUE SPECIALISE CL NORMALE;PERS SOIGNANT ET EDUCATIF;Educateurs techniques specialises;1;2642;2642;Educateur technique spécialisé de classe normale;Educateur technique spécialisé;Personnels éducatifs et sociaux
0854;EDUCATEUR TECHNIQUE SPECIALISE CL SUPERIEURE;PERS SOIGNANT ET EDUCATIF;Educateurs techniques specialises;1;2643;2643;Educateur technique spécialisé de classe supérieure;Educateur technique spécialisé;Personnels éducatifs et sociaux
0855;EDUCATEUR DE JEUNES ENFANTS CL NORMALE;PERS SOIGNANT ET EDUCATIF;Educateurs de jeunes enfants;1;2649;2649;Educateur de jeunes enfants de classe normale;Educateur de jeunes enfants;Personnels éducatifs et sociaux
0856;EDUCATEUR DE JEUNES ENFANTS CL SUPERIEURE;PERS SOIGNANT ET EDUCATIF;Educateurs de jeunes enfants;1;2650;2650;Educateur de jeunes enfants de classe supérieure;Educateur de jeunes enfants;Personnels éducatifs et sociaux
0857;AGENT CHEF CLASSE EXCEPTIONNELLE;TECHNIQUE;Agents chefs;8;4104;4104;Agent chef de classe exceptionnelle;Agent chef;Personnels techniques et ouvriers
0858;AGENT DE MAITRISE;TECHNIQUE;Contremaitres;1;4115;4115;Agent de maîtrise e5;Maîtrise ouvrière;Personnels techniques et ouvriers
0859;AGENT DE MAITRISE PRINCIPAL (E06);TECHNIQUE;Contremaitres;1;4116;4116;Agent de maîtrise principal e6;Maîtrise ouvrière;Personnels techniques et ouvriers
0860;AGENT DE MAITRISE PRINCIPAL (ECHELON SPECIAL);TECHNIQUE;Contremaitres;8;;4116;Agent de maîtrise principal e6;Maîtrise ouvrière;Personnels techniques et ouvriers
0861;ADJOINT ADMINIST HOSP 2EME CL (E03);ADMINISTRATIF;Adjoints administratifs hospitaliers;1;1423;1423;Adjoint administratif hospitalier de 2ème classe;Adjoint administratif hospitalier;Personnel de direction et personnels administratifs
0862;ADJOINT ADMINIST HOSP 1ERE CL (E04);ADMINISTRATIF;Adjoints administratifs hospitaliers;1;1326;1326;Adjoint administratif hospitalier de 1ère classe;Adjoint administratif hospitalier;Personnel de direction et personnels administratifs
0863;ADJOINT ADMINIST HOSP PRINCIPAL 2EME CL (E05);ADMINISTRATIF;Adjoints administratifs hospitaliers;1;1316;1316;Adjoint administratif hospitalier principal de 2ème classe;Adjoint administratif hospitalier;Personnel de direction et personnels administratifs
0864;ADJOINT ADMINIST HOSP PRINCIPAL 1ERE CL (E06);ADMINISTRATIF;Adjoints administratifs hospitaliers;1;1315;1315;Adjoint administratif hospitalier principal de 1ère classe;Adjoint administratif hospitalier;Personnel de direction et personnels administratifs
0865;AGENT TECHNIQUE (*);TECHNIQUE;Agents technique territoriaux;1;;TTH1;Adjoint  technique de 2ème classe;adjoints techniques territoriaux;Filière technique
0867;AGENT DE SALUBRITE (*);TECHNIQUE;Agents de salubrite territoriaux;1;;TTH1;Adjoint  technique de 2ème classe;adjoints techniques territoriaux;Filière technique
0868;AGENT SOCIAL QUALIFIE DE 2E CLASSE (*);MEDICO SOCIAL;Agents sociaux territoriaux;1;;TMP1;Agent social de 2ème classe;agents sociaux territoriaux;Filière sociale
0869;AIDE-MEDICO TECHNIQUE QUALIFIE;TECHNIQUE;Agents technique territoriaux;1;;TTH1;Adjoint  technique de 2ème classe;adjoints techniques territoriaux;Filière technique
0870;AGENT D'ANIMATION QUALIFIE (*);ANIMATION;Agents d animation;1;;TNJ1;Adjoint territorial d'animation de 2ème classe;adjoints territoriaux d'animation;Filière animation
0871;GARDIEN D'IMMEUBLE (*);TECHNIQUE;Gardiens territoriaux d immeuble;1;;TTH1;Adjoint  technique de 2ème classe;adjoints techniques territoriaux;Filière technique
0872;AGENT DES SERVICES TECHNIQUES (*);TECHNIQUE;Agents d entretien territoriaux;1;;TTH1;Adjoint  technique de 2ème classe;adjoints techniques territoriaux;Filière technique
0873;AGENT DU PATRIMOINE (*);CULTUREL;Agents territoriaux du patrimoine;1;;TCJ1;Adjoint territorial du patrimoine de 2ème classe;adjoints territoriaux du patrimoine;Filière culturelle
0874;CONSERVATEUR DE BIBLIOTHEQUE DE 2E CLASSE* (STAGIA;ADMINISTRATIF;Adjoints administratifs territoriaux;1;;TAJ2;Adjoint administratif de 1ère classe;adjoints administratifs territoriaux;Filière administrative
0875;AGENT TECHNIQUE QUALIFIE (*);TECHNIQUE;Agents technique territoriaux;1;;TTH2;Adjoint  technique de 1ère classe;adjoints techniques territoriaux;Filière technique
0876;AGENT DE SALUBRITE QUALIFIE (*);TECHNIQUE;Agents de salubrite territoriaux;1;;TTH2;Adjoint  technique de 1ère classe;adjoints techniques territoriaux;Filière technique
0877;AGENT QUALIFIE DU PATRIMOINE DE 2EME CLASSE (*);CULTUREL;Agents territoriaux qualifies du patrimoine;1;;TCJ2;Adjoint territorial du patrimoine de 1ère classe;adjoints territoriaux du patrimoine;Filière culturelle
0878;AGENT SOCIAL QUALIFIE DE PREMIERE CLASSE (*);MEDICO SOCIAL;Agents sociaux territoriaux;1;;TMP2;Agent social de 1ère classe;agents sociaux territoriaux;Filière sociale
0879;AUXILIAIRE DE PUERICULTURE PRINCIPAL (*);MEDICO SOCIAL;Auxiliaires de puericulture territoriaux;1;;TOJ3;Auxiliaire de puériculture principal de 1ère classe;auxiliaires de puériculture territoriaux;Filière médico-sociale
0880;AUXILIAIRE DE SOINS PRINCIPAL;MEDICO SOCIAL;Auxiliaires de soins territoriaux;1;;TOK3;Auxiliaire de soins principal de 1ère classe;auxiliaires de soins territoriaux;Filière médico-sociale
0881;ADJOINT D'ANIMATION;ANIMATION;Adjoints d animation;1;;TNJ2;Adjoint territorial d'animation de 1ère classe;adjoints territoriaux d'animation;Filière animation
0882;GARDIEN D'IMMEUBLE QUALIFIE (*);TECHNIQUE;Gardiens territoriaux d immeuble;1;;TTH2;Adjoint  technique de 1ère classe;adjoints techniques territoriaux;Filière technique
0883;AGENT ADMINISTRATIF (*);ADMINISTRATIF;Agents administratifs territoriaux;1;;TAJ1;Adjoint administratif de 2ème classe;adjoints administratifs territoriaux;Filière administrative
0884;AGENT TECHNIQUE PRINCIPAL (*);TECHNIQUE;Agents technique territoriaux;1;;TTH3;Adjoint technique principal de 2ème classe;adjoints techniques territoriaux;Filière technique
0885;AGENT DE SALUBRITE PRINCIPAL (*);TECHNIQUE;Agents de salubrite territoriaux;1;;TTH3;Adjoint technique principal de 2ème classe;adjoints techniques territoriaux;Filière technique
0886;AGENT QUALIFIE DU PATRIMOINE DE 1ERE CLASSE;CULTUREL;Agents territoriaux qualifies du patrimoine;1;;TCJ3;Adjoint territorial du patrimoine principal de 2ème classe;adjoints territoriaux du patrimoine;Filière culturelle
0887;ADJOINT D'ANIMATION QUALIFIE (*);ANIMATION;Adjoints d animation;1;;TNJ2;Adjoint territorial d'animation de 1ère classe;adjoints territoriaux d'animation;Filière animation
0888;GARDIEN D'IMMEUBLE PRINCIPAL (*);TECHNIQUE;Gardiens territoriaux d immeuble;1;;TTH3;Adjoint technique principal de 2ème classe;adjoints techniques territoriaux;Filière technique
0889;AUXILIAIRE DE SOINS CHEF (*);MEDICO SOCIAL;Auxiliaires de soins territoriaux;1;;TOK3;Auxiliaire de soins principal de 1ère classe;auxiliaires de soins territoriaux;Filière médico-sociale
0890;AUXILIAIRE DE PUERICULTURE CHEF (*);MEDICO SOCIAL;Auxiliaires de puericulture territoriaux;1;;TOJ3;Auxiliaire de puériculture principal de 1ère classe;auxiliaires de puériculture territoriaux;Filière médico-sociale
0891;AGENT ADMINISTRATIF QUALIFIE (*);ADMINISTRATIF;Agents administratifs territoriaux;1;;TAJ1;Adjoint administratif de 2ème classe;adjoints administratifs territoriaux;Filière administrative
0897;AGENT DE SALUBRITE EN CHEF (*);TECHNIQUE;Agents de salubrite territoriaux;1;;TTH4;Adjoint technique principal de 1ère classe;adjoints techniques territoriaux;Filière technique
0898;AGENT TECHNIQUE EN CHEF (*);TECHNIQUE;Agents technique territoriaux;1;;TTH4;Adjoint technique principal de 1ère classe;adjoints techniques territoriaux;Filière technique
0899;AGENT QUALIFIE DU PATRIMOINE HORS CLASSE (*);CULTUREL;Agents territoriaux qualifies du patrimoine;1;;TCJ4;Adjoint territorial du patrimoine principal de 1ère classe;adjoints territoriaux du patrimoine;Filière culturelle
0900;ADJOINT D'ANIMATION PRINCIPAL (*);ANIMATION;Adjoints d animation;1;;TNJ4;Adjoint territorial d'animation principal de 1ère classe;adjoints territoriaux d'animation;Filière animation
0901;GARDIEN D'IMMEUBLE EN CHEF (*);TECHNIQUE;Gardiens territoriaux d immeuble;1;;TTH4;Adjoint technique principal de 1ère classe;adjoints techniques territoriaux;Filière technique
0902;SAPEUR *SANS MAJORATION*;INCENDIE ET SECOURS;Sapeurs pompiers professionnels non officiers;8;TRS1;TRU1;Sapeur de 2e classe;sapeurs et caporaux de sapeurs-pompiers professionnel;Filière incendie et secours
0903;SAPEUR *TOTALITE MAJORATION*;INCENDIE ET SECOURS;Sapeurs pompiers professionnels non officiers;8;;TRU1;Sapeur de 2e classe;sapeurs et caporaux de sapeurs-pompiers professionnel;Filière incendie et secours
0904;INFIRMIER D'ENCADREMENT SPP *TOTALITE MAJORATION*;INCENDIE ET SECOURS;Sapeurs pompiers professionnels officiers;1;;TRA1;Infirmier d'encadrement de sapeurs pompiers professionnels;infirmiers d'encadrement de sapeurs-pompiers professionnels;Filière incendie et secours
0905;SAPEUR POMPIER DE MAYOTTE (1ERE ET 2EME CL);INCENDIE ET SECOURS;Sapeurs pompiers professionnels non officiers;1;;TRU2;Sapeur de 2e classe;sapeurs et caporaux de sapeurs-pompiers professionnel;Filière incendie et secours
0906;CAPORAL SP DE MAYOTTE;INCENDIE ET SECOURS;Sapeurs pompiers professionnels non officiers;1;;TRS2;Caporal;sapeurs-pompiers professionnels non officiers;Filière incendie et secours
0907;SERGENT SP DE MAYOTTE;INCENDIE ET SECOURS;Sapeurs pompiers professionnels non officiers;1;;TRS3;Sergent;sapeurs-pompiers professionnels non officiers;Filière incendie et secours
0908;ADJUDANT SP DE MAYOTTE;INCENDIE ET SECOURS;Sapeurs pompiers professionnels non officiers;1;;TRS4;Adjudant;sapeurs-pompiers professionnels non officiers;Filière incendie et secours
0909;LIEUTENANT SP DE MAYOTTE;INCENDIE ET SECOURS;Sapeurs pompiers professionnels non officiers;1;;TRL2;Lieutenant;majors et lieutenants de sapeurs-pompiers professionnels;Filière incendie et secours
0911;AGENT TECHNIQUE PRINC (AP PARIS)(ECH SPECIAL);TECHNIQUE;Agents techniques;8;;TTH3;Adjoint technique principal de 2ème classe;adjoints techniques territoriaux;Filière technique
0912;MAITRE OUVRIER PRINC (AP PARIS)(ECH SPECIAL);TECHNIQUE;Ouvriers d etat;1;;4223;Maitre ouvrier principal e6;Personnels ouvriers;Personnels techniques et ouvriers
0913;MAITRE OUVRIER PRINC BLANC (AP PARIS)(ES6);TECHNIQUE;Blanchisseurs ouvriers d etat;1;;4223;Maitre ouvrier principal e6;Personnels ouvriers;Personnels techniques et ouvriers
0915;CONDUCTEUR AMBULANCIER CHEF(AP PARIS)(ES6);TECHNIQUE;Conducteurs ambulanciers;1;;4328;Conducteur ambulancier hors catégorie e6;Conducteur ambulancier;Personnels techniques et ouvriers
0916;AGENT TECHN SPECIALISE HORS CL (AP PARIS)(ES6);TECHNIQUE;Agents techniques specialises;1;;TTH3;Adjoint technique principal de 2ème classe;adjoints techniques territoriaux;Filière technique
0917;PERSONNEL DE DIRECT CL NORM ETS SANIT SOC ET MED SOC;DIRECTION;Personnel direction etablissements sociaux;1;0650;0650;Directeur d'établissement sanitaire, social et médico-social de classe normale (01/2008);Directeurs d'établissements sanitaires, sociaux et médico-sociaux;Personnel de direction et personnels administratifs
0918;PERSONNEL DE DIRECT HORS CL ETS SANIT SOC ET MED SOC;DIRECTION;Personnel direction etablissements sociaux;1;0640;0640;Directeur d'établissement sanitaire, social et médico-social de hors classe;Directeurs d'établissements sanitaires, sociaux et médico-sociaux;Personnel de direction et personnels administratifs
0919;INGENIEUR (A P DE PARIS);TECHNIQUE;Ingenieurs;1;;TTG1;Ingénieur;ingénieurs territoriaux;Filière technique
0920;INGENIEUR EN CHEF CL NORMALE (A P DE PARIS);TECHNIQUE;Ingenieurs;1;;TTG3;Ingénieur en chef de classe normale;ingénieurs territoriaux;Filière technique
0921;INGENIEUR EN CHEF CL EXCEPT (A P DE PARIS);TECHNIQUE;Ingenieurs;1;;TTG4;Ingénieur en chef de classe exceptionnelle;ingénieurs territoriaux;Filière technique
0922;CONSERVATEUR DU PATRIMOINE;CULTUREL;Conservateurs territoriaux de patrimoine;1;TCM2;TCM2;Conservateur;conservateurs territoriaux du patrimoine;Filière culturelle
0923;CONSERVATEUR DU PATRIMOINE (ECHELONS PROVISOIRES);CULTUREL;Conservateurs territoriaux de patrimoine;1;TCM2-P;TCM2;Conservateur;conservateurs territoriaux du patrimoine;Filière culturelle
0927;AGENT CHEF DE 2EME CAT (A P DE PARIS);TECHNIQUE;Agents techniques de coordination;8;;4109;Agent chef de 2ème catégorie;Agent chef;Personnels techniques et ouvriers
0928;AGENT CHEF DE 1ERE CAT ( A P DE PARIS);TECHNIQUE;Agents techniques de coordination;8;;4108;Agent chef de 1ère catégorie;Agent chef;Personnels techniques et ouvriers
0929;AGENT CHEF DE CL EXCEPT (A P DE PARIS);TECHNIQUE;Agents techniques de coordination;8;;4104;Agent chef de classe exceptionnelle;Agent chef;Personnels techniques et ouvriers
0930;AGENT DE MAITRISE (A P DE PARIS);TECHNIQUE;Agents techniques;1;;4115;Agent de maîtrise e5;Maîtrise ouvrière;Personnels techniques et ouvriers
0931;AGENT DE MAITRISE PRINCIPAL (A P DE PARIS)(E06);TECHNIQUE;Agents techniques;1;;4116;Agent de maîtrise principal e6;Maîtrise ouvrière;Personnels techniques et ouvriers
0932;AGENT DE MAITRISE PRINCIPAL (A P DE PARIS)(ECH SPECIAL);TECHNIQUE;Agents techniques;1;;4116;Agent de maîtrise principal e6;Maîtrise ouvrière;Personnels techniques et ouvriers
0933;AGENT D ENTRETIEN QUALIFIE (A P DE PARIS);TECHNIQUE;Ouvriers professionnels;1;;4437;Agent d'entretien qualifié e3;Personnels ouvriers;Personnels techniques et ouvriers
0934;OUVRIER PROFESSIONNEL QUALIFIE (A P DE PARIS);TECHNIQUE;Ouvriers professionnels;1;;4304;Ouvrier professionnel qualifié e4;Personnels ouvriers;Personnels techniques et ouvriers
0935;BLANCHISSEUR OUVRIER PROF QUAL (A P DE PARIS);TECHNIQUE;Blanchisseurs ouvriers d etat;1;;4223;Maitre ouvrier principal e6;Personnels ouvriers;Personnels techniques et ouvriers
0936;BLANCHISSEUR (A P PARIS);TECHNIQUE;Blanchisseurs ouvriers d etat;1;;4207;Maitre ouvrier e5;Personnels ouvriers;Personnels techniques et ouvriers
0937;CONDUCTEUR AMBULANCIER 2EME CAT (A P PARIS);TECHNIQUE;Conducteurs ambulanciers;1;;4323;Conducteur ambulancier de 2ème catégorie e4;Conducteur ambulancier;Personnels techniques et ouvriers
0938;CONDUCTEUR AMBULANCIER 1ERE CAT (A P PARIS);TECHNIQUE;Conducteurs ambulanciers;1;;4324;Conducteur ambulancier de 1ère catégorie e5;Conducteur ambulancier;Personnels techniques et ouvriers
0939;CONDUCTEUR AMBULANCIER HORS CAT (A P PARIS);TECHNIQUE;Conducteurs ambulanciers;1;;4328;Conducteur ambulancier hors catégorie e6;Conducteur ambulancier;Personnels techniques et ouvriers
0940;CONDUCTEUR AMBULANCIER HORS CAT(AP PARIS)(ES);TECHNIQUE;Conducteurs ambulanciers;1;;4328;Conducteur ambulancier hors catégorie e6;Conducteur ambulancier;Personnels techniques et ouvriers
0945;ATTACHE (ECHELONS PROVISOIRES);ADMINISTRATIF;Attaches territoriaux;1;;TAT1;Attaché;attachés territoriaux;Filière administrative
0946;ATTACHE PRINCIPAL (ECHELONS PROVISOIRES);ADMINISTRATIF;Attaches territoriaux;1;;TAT2;Attaché principal;attachés territoriaux;Filière administrative
0947;DIRECTEUR TERRITORIAL (ECHELONS PROVISOIRES);ADMINISTRATIF;Attaches territoriaux;1;;TAT3;Directeur territorial;attachés territoriaux;Filière administrative
0956;CONSERVATEUR DE BIBLIOTHEQUES;CULTUREL;Conservateurs territoriaux de bibliotheque;1;TCH1;TCH1;Conservateur de 2ème  classe;conservateurs territoriaux des bibliothèques;Filière culturelle
0958;TECHNICIEN;TECHNIQUE;Techniciens territoriaux;1;TTT1;TTT1;Technicien supérieur;techniciens supérieurs territoriaux;Filière technique
0959;TECHNICIEN PRINCIPAL DE 2EME CLASSE;TECHNIQUE;Techniciens territoriaux;1;TTT2;TTT2;Technicien supérieur principal;techniciens supérieurs territoriaux;Filière technique
0960;TECHNICIEN PRINCIPAL DE 1ERE CLASSE;TECHNIQUE;Techniciens territoriaux;1;TTT3;TTT3;Technicien supérieur chef;techniciens supérieurs territoriaux;Filière technique
0963;INFIRMIER SOINS GENERAUX SPECIALISES 1ER GRADE;INFIRMIER;Infirmiers en soins generaux et specialises;1;2154;2154;infirmier en soins généraux (DE);infirmiers en soins généraux et spécialisés;Personnels des services de soins
0964;INFIRMIER SOINS GENERAUX SPECIALISES 2EME GRADE;INFIRMIER;Infirmiers en soins generaux et specialises;1;2154;2154;infirmier en soins généraux (DE);infirmiers en soins généraux et spécialisés;Personnels des services de soins
0968;CHEF DE SERVICE DE POLICE MUNICIPALE;POLICE MUNICIPALE;Chefs de service de police municipale;1;;TPC1;Chef de service de police municipale de classe normale;chefs de service de police municipale;Filière police municipale
